Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,40.5000,42.1300,37.0600,41.4400,26.7031,82254300
2000-01-31,41.6300,48.1300,39.7500,44.5000,28.6749,88993300
2000-02-29,43.8800,45.1300,35.8800,36.9400,23.8888,74708700
2000-03-31,36.5000,38.9400,32.0000,37.8100,24.4514,103214900
2000-04-28,37.7500,41.2500,34.0600,39.6900,25.6672,78544600
2000-05-31,39.6900,40.1900,36.2500,39.0600,25.3557,64366700
2000-06-30,39.5600,42.2500,37.6900,41.8100,27.1408,68452600
2000-07-31,41.6300,50.2500,41.4400,48.8100,31.6849,88994200
2000-08-31,48.8800,54.8800,45.3100,53.6400,34.9223,99636200
2000-09-29,53.8100,66.9400,53.7500,64.5000,41.9927,117177500
2000-10-31,61.0000,67.8800,54.0000,67.8100,44.1477,100721600
2000-11-30,67.5600,70.0000,61.9400,69.0600,45.0584,73634500
2000-12-29,68.6900,70.9400,61.4400,66.0000,43.0619,78675100
2001-01-31,64.8800,65.3100,54.5600,58.5000,38.1685,82636600
2001-02-28,58.0000,63.9000,56.0400,62.2000,40.7026,53226700
2001-03-30,61.8500,65.6000,49.7000,55.7100,36.4557,99171000
2001-04-30,55.4000,64.9100,53.9200,61.8000,40.4409,64908300
2001-05-31,62.7000,69.8500,62.3300,62.8900,41.2618,65270400
2001-06-29,63.0000,67.5500,55.4000,55.6000,36.4789,84393900
2001-07-31,56.6000,58.9000,52.5500,58.5300,38.4012,63885800
2001-08-31,58.6500,59.8000,50.1700,51.2000,33.6969,63814400
2001-09-28,49.7500,51.9700,27.6000,33.5000,22.0478,150537400
2001-10-31,33.5000,38.1000,32.0500,32.6000,21.4555,125074600
2001-11-30,32.5000,36.2500,31.5800,35.1000,23.2160,84489300
2001-12-31,35.1000,39.4200,34.0300,38.7800,25.6500,69709300
2002-01-31,38.5400,41.8900,37.6500,40.9500,27.0853,80548400
2002-02-28,41.6500,47.4700,40.5000,45.9600,30.5252,77223700
2002-03-28,46.5500,51.0700,45.2500,48.2500,32.0461,74848200
2002-04-30,48.7500,50.0500,41.0000,44.6000,29.6219,102356900
2002-05-31,44.9000,46.0300,42.4600,42.6500,28.4349,60754000
2002-06-28,43.4000,45.0900,41.4500,45.0000,30.0016,56211000
2002-07-31,44.9700,45.2800,37.1000,41.5200,27.6815,97626200
2002-08-30,41.0000,41.6500,34.1000,37.0700,24.8302,92061100
2002-09-30,36.8000,37.8000,33.2000,34.1300,22.8610,66248400
2002-10-31,34.3200,36.0200,28.5300,29.7500,19.9272,110612900
2002-11-29,29.7900,35.1400,29.5600,34.0500,22.9308,81189500
2002-12-31,34.6000,34.8800,31.2500,32.9900,22.2169,55484500
2003-01-31,33.0000,34.5900,30.2000,31.5900,21.2741,56222600
2003-02-28,30.9000,31.6300,27.2400,27.5600,18.6630,64693900
2003-03-31,27.7000,28.4200,24.7300,25.0600,16.9701,102161300
2003-04-30,25.3700,28.6600,25.2000,27.2800,18.4734,99215500
2003-05-30,27.1700,30.8600,27.0000,30.6700,20.8888,92016400
2003-06-30,31.1000,37.3600,31.0000,34.3200,23.3747,108420900
2003-07-31,34.1000,35.5500,31.1600,33.1200,22.5574,90229500
2003-08-29,32.7100,37.4600,31.0000,37.3900,25.5993,66343600
2003-09-30,37.2900,38.9000,33.6600,34.3300,23.5043,69764000
2003-10-31,34.5000,39.2100,34.4000,38.4900,26.3524,67044700
2003-11-28,38.5400,40.1500,37.6100,38.3900,26.3983,57725000
2003-12-31,37.6000,43.3700,37.6000,42.1400,28.9770,75988600
2004-01-30,42.5000,44.7100,41.4700,41.7500,28.7088,63605500
2004-02-27,41.6700,45.1000,41.6000,43.3700,29.9367,69555100
2004-03-31,43.3800,43.8700,38.0400,41.0700,28.3491,70860900
2004-04-30,41.0700,44.9000,40.3100,42.6900,29.4673,53867200
2004-05-28,43.2500,46.6200,42.2900,45.8000,31.7598,63649200
2004-06-30,45.9000,51.4900,45.5100,51.0900,35.4282,75091100
2004-07-30,50.1000,51.2500,46.4000,50.7500,35.1924,67542700
2004-08-31,50.2000,52.8200,48.2700,52.2200,36.3575,65486800
2004-09-30,52.1000,55.2400,50.5000,51.6200,35.9398,62223000
2004-10-29,51.6200,52.8700,48.1000,49.9000,34.7423,69454500
2004-11-30,50.1000,55.4800,49.6500,53.5700,37.4395,71858700
2004-12-31,53.6000,55.2900,51.6200,51.7700,36.1815,63851600
2005-01-31,51.8500,52.2500,49.5200,50.6000,35.3638,68299400
2005-02-28,50.6000,55.0500,50.2200,54.9700,38.5954,75073700
2005-03-31,54.9700,58.9400,54.3700,58.4600,41.0458,93509800
2005-04-29,58.5500,60.1000,56.2200,59.5200,41.7901,83662100
2005-05-31,59.5200,64.2000,58.6200,63.9000,45.0510,83911100
2005-06-30,63.9000,66.8500,59.7000,66.0000,46.5316,103728600
2005-07-29,65.7800,67.9500,63.4500,66.0100,46.5386,70775300
2005-08-31,66.3000,68.3800,65.6000,67.0200,47.4298,63232300
2005-09-30,66.6500,68.2500,62.0100,67.9500,48.0880,87863000
2005-10-31,67.9200,68.9800,63.7000,64.6400,45.7455,96368300
2005-11-30,65.0000,69.9000,64.2000,68.1900,48.4434,84124100
2005-12-30,68.3500,72.4000,68.3200,70.2400,49.8997,67947300
2006-01-31,70.4000,71.2700,65.9000,68.3100,48.5286,76958400
2006-02-28,70.0200,74.8900,70.0000,72.6900,51.8561,74037100
2006-03-31,72.5600,79.5000,71.9000,77.9300,55.5943,66651200
2006-04-28,78.2500,87.2500,77.5000,83.4500,59.5322,71813900
2006-05-31,83.4500,89.5800,81.2100,83.2500,59.5898,82124900
2006-06-30,83.6000,86.2300,76.4000,81.9100,58.6307,101961400
2006-07-31,81.5000,84.0600,76.8900,77.4200,55.4168,84047900
2006-08-31,77.4200,80.8300,72.9000,74.9000,53.8214,89738100
2006-09-29,75.0000,80.3500,72.1300,78.8500,56.6598,78827000
2006-10-31,79.3500,84.3900,77.7700,79.8600,57.3856,99571700
2006-11-30,80.0100,92.0500,79.1100,88.5300,63.8390,110028000
2006-12-29,89.7000,91.8500,88.3500,88.8400,64.0625,62864400
2007-01-31,89.5100,90.3400,84.6000,89.5600,64.5817,91900700
2007-02-28,89.9500,92.2400,85.2400,87.2600,63.1669,82094900
2007-03-30,86.6000,91.8700,85.9100,88.9100,64.3613,87688500
2007-04-30,88.9000,95.5800,88.0800,93.0000,67.3221,87978700
2007-05-31,93.1500,100.9600,92.3800,100.5900,73.0873,86799000
2007-06-29,100.7700,101.4500,93.5800,96.1600,69.8685,94558300
2007-07-31,96.7200,107.8300,96.2700,103.4300,75.1508,107692500
2007-08-31,103.0300,106.3500,90.0800,96.7000,70.5003,136928600
2007-09-28,96.1000,106.1500,94.0200,104.9900,76.5442,107584100
2007-10-31,105.4500,107.1500,92.0000,98.5900,71.8782,184091500
2007-11-30,98.3000,98.6700,86.7500,92.5400,67.7111,139211300
2007-12-31,92.5000,93.6400,85.5500,87.4600,63.9941,124346500
2008-01-31,87.7500,87.8399,74.1200,83.1800,60.8624,183593300
2008-02-29,83.0100,86.8800,78.7100,82.7900,60.8803,114896600
2008-03-31,80.0500,81.3200,71.5850,74.3700,54.6886,158008800
2008-04-30,75.3400,86.4500,74.0400,84.8600,62.4025,149974300
2008-05-30,85.0500,88.2900,80.5500,82.7700,61.1535,108920400
2008-06-30,82.6100,82.6100,65.5500,65.7200,48.5564,172686900
2008-07-31,64.9500,69.5000,61.0100,61.1100,45.1503,172145400
2008-08-29,61.3900,68.7500,60.7700,65.5600,48.7344,133037900
2008-09-30,67.0000,68.4700,54.2000,57.3500,42.6315,169175700
2008-10-31,56.7600,58.0000,39.9900,52.4200,38.9667,253674300
2008-11-28,52.4200,54.6500,36.1700,42.6300,31.9451,177147000
2008-12-31,41.6400,43.6900,36.2800,42.6700,31.9751,158466000
2009-01-30,42.8000,47.0000,39.5100,42.3100,31.7053,139705400
2009-02-27,41.7300,43.6700,31.4000,31.4400,23.7955,152449700
2009-03-31,30.9600,38.6800,29.0500,35.5800,26.9289,227580100
2009-04-30,34.5200,41.7400,34.2100,40.0500,30.3121,158407900
2009-05-29,40.3100,45.8400,40.0900,44.8500,34.2675,119288100
2009-06-30,45.5400,53.3900,41.0900,42.5000,32.4720,203961900
2009-07-31,42.6300,44.5000,38.9200,42.9100,32.7853,157987100
2009-08-31,43.1800,52.5300,42.5100,49.6700,38.3122,150311700
2009-09-30,49.2100,55.4800,47.7610,54.1500,41.7678,109453100
2009-10-30,53.8500,53.9000,47.1800,47.8000,36.8698,126937300
2009-11-30,47.8200,53.0000,47.3300,52.4100,40.7789,83821900
2009-12-31,52.7500,56.5600,52.7500,54.1300,42.1172,103468100
2010-01-29,55.7200,63.4000,54.8000,60.6000,47.1514,130667600
